x,y
0.96734724011927,0.00471436099157878
0.970178572818327,0.00431300291611554
0.972790474400882,0.00394252582851286
0.975198626879715,0.00359889656562548
0.977418255706654,0.00328198076335672
0.979463163593687,0.00298851188851311
0.981346629563195,0.00271810487604749
0.983080700486432,0.00246802134288793
0.984676886283223,0.00223770632697999
0.986145668774296,0.00202506979564173
0.987496945266412,0.00182925584347801
0.988739799478025,0.0016487532319732
0.989882708213663,0.00148252732110897
0.990933508869369,0.00132950564757791
0.99189944083658,0.00118858616516617
0.992787233249618,0.00105897155415562
0.993603071357224,0.000939683911183034
0.994352691680446,0.000829974084225893
0.995041383792508,0.000729103553215302
0.995674020559316,0.000636334345501096
0.996255107514892,0.000551061591161355
0.996788793617855,0.000472694719898401
0.99727890037722,0.000400676058527964
0.997728948818779,0.000334496110725813
0.998142183559206,0.000273700159064375
0.998521588912899,0.000217851260495662
0.998869911073565,0.000166544633298538
0.999189680772529,0.000119434747654198
0.999483214347475,7.61676460837546e-05
0.999752668964428,3.6432704137441e-05
